model	batch_number	within_batch_id	commonsense_level	anonymized_worker_id	completion_time	rating_label	rating_expl	rating_grammar	rating_commonsense	pairID	premise	hypothesis	pred_label	pred_expl	gt_label	gt_expl
vanilla	5	5	low	2943021821044288037	16.68	correct	correct	correct	yes	1947351225.jpg#1r1c	There is a group of children getting their picture taken with presents.	Two men carry a Christmas tree.	contradiction	children are not men	contradiction	a group of children can not also be two men
vanilla	5	6	high	2943021821044288037	16.68	correct	wrong	correct	yes	6716031215.jpg#0r1e	A female bowler dressed in blue, with another bowler in the background, prepares to throw a ball down the lane.	A woman is playing a game	entailment	a female is a woman ; a game is a game	entailment	prepares to throw a ball down the lane is a form of playing a game , and female bowler is a woman .
vanilla	5	7	low	2943021821044288037	16.68	wrong	wrong	wrong	no	5479743540.jpg#0r1n	A guy wearing jeans and a hat is crouching on a handrail with a concrete embankment located in front of him.	He is wearing a button-up shirt.	neutral	not all jeans are jeans	neutral	not all men wear a button-up shirt .
vanilla	5	8	high	2943021821044288037	16.68	correct	wrong	wrong	yes	3867308040.jpg#0r1e	Women sit on a beach as they watch men bring in a fishing net filled with fish in front of them.	People are gathered by the water.	entailment	women are people and fish is a synonym for fish	entailment	women are people , and on a beach implies by the water .
vanilla	5	9	low	2943021821044288037	16.68	correct	correct	correct	yes	3226411414.jpg#0r1c	A little kid in the middle of a debris field is kicking a soccer ball.	A youngster is paddling a canoe.	contradiction	a kid can not be kicking a ball and rowing a canoe at the same time	contradiction	the kid ca n't be paddling a canoe while kicking a soccer ball .
vanilla	5	10	high	2943021821044288037	16.68	wrong	wrong	wrong	no	2339140905.jpg#1r1e	A woman wearing a yellow jacket skis down a snowy hill.	A woman is outside.	entailment	a snowy hill is outside	entailment	the snowy hill is outside .
vanilla	5	1	low	5919672466847546484	1.4	correct	correct	correct	yes	7796225106.jpg#3r1c	A girl in black pants doing exercises.	Two guys lifting oranges to build up muscles.	contradiction	there is either a guy or two girls	contradiction	two guys does not consist of a girl .
vanilla	5	2	high	5919672466847546484	1.4	wrong	correct	wrong	no_need	3576445378.jpg#1r1n	A group of men are sitting and standing a courtyard, some of them are reading books and some are talking.	A group of males are outside reading and singing.	neutral	the men are not necessarily singing and reading	neutral	singing is not implied by saying some are reading and some are talking .
vanilla	5	3	low	5919672466847546484	1.4	correct	wrong	correct	no_need	4818429638.jpg#2r1e	The African American man protests against unlawful sex.	The man protests.	entailment	the man is protesting because he is protesting	entailment	african american man is a person
vanilla	5	4	high	5919672466847546484	1.4	correct	wrong	correct	no_need	2878041967.jpg#3r1n	A group of four children poke at two small turtles in the grass.	A group of kids were playing in the grass.	entailment	the kids are playing in the grass	entailment	a group of children poking at turtles in the grass implies they were playing in the grass .
vanilla	5	5	low	5919672466847546484	1.4	wrong	correct	correct	yes	1947351225.jpg#1r1c	There is a group of children getting their picture taken with presents.	Two men carry a Christmas tree.	contradiction	children are not men	contradiction	a group of children can not also be two men
vanilla	5	6	high	5919672466847546484	1.4	correct	correct	wrong	no_need	6716031215.jpg#0r1e	A female bowler dressed in blue, with another bowler in the background, prepares to throw a ball down the lane.	A woman is playing a game	entailment	a female is a woman ; a game is a game	entailment	prepares to throw a ball down the lane is a form of playing a game , and female bowler is a woman .
vanilla	5	7	low	5919672466847546484	1.4	wrong	correct	wrong	no_need	5479743540.jpg#0r1n	A guy wearing jeans and a hat is crouching on a handrail with a concrete embankment located in front of him.	He is wearing a button-up shirt.	neutral	not all jeans are jeans	neutral	not all men wear a button-up shirt .
vanilla	5	8	high	5919672466847546484	1.4	correct	correct	correct	yes	3867308040.jpg#0r1e	Women sit on a beach as they watch men bring in a fishing net filled with fish in front of them.	People are gathered by the water.	entailment	women are people and fish is a synonym for fish	entailment	women are people , and on a beach implies by the water .
vanilla	5	9	low	5919672466847546484	1.4	correct	correct	wrong	no_need	3226411414.jpg#0r1c	A little kid in the middle of a debris field is kicking a soccer ball.	A youngster is paddling a canoe.	contradiction	a kid can not be kicking a ball and rowing a canoe at the same time	contradiction	the kid ca n't be paddling a canoe while kicking a soccer ball .
vanilla	5	10	high	5919672466847546484	1.4	wrong	correct	correct	no_need	2339140905.jpg#1r1e	A woman wearing a yellow jacket skis down a snowy hill.	A woman is outside.	entailment	a snowy hill is outside	entailment	the snowy hill is outside .
vanilla	6	1	low	2610927664436535311	8.52	correct	correct	correct	yes	4885212423.jpg#1r1c	The young man is trying to balance on the train tracks.	A young man is flying a drone at the park.	contradiction	a young man can not be flying a train while he is on the ground	contradiction	if one is trying to balance on train tracks , it means that one is not flying .
vanilla	6	2	high	2610927664436535311	8.52	correct	correct	correct	yes	6956922556.jpg#1r1e	Two girls pose along a tree-lined path and blow kisses towards the camera.	Two girls are taking pictures outside.	entailment	two girls are taking pictures outside	entailment	when you pose towards a camera , you are usually taking pictures ;  a tree-lined path is found outside .
vanilla	6	3	low	2610927664436535311	8.52	wrong	wrong	wrong	no	2320742338.jpg#0r1n	A bear-chested jungle native, with long hair, wearing a cloth bottom garment, is dangling in the air from a chute.	A tall person with hair	neutral	not all tall are tall	neutral	not all people are tall .
vanilla	6	4	high	2610927664436535311	8.52	correct	correct	correct	yes	4448279884.jpg#3r1n	A crowd gathers and watches a bonfire.	A crowd feels the warmth of a bonfire.	entailment	a crowd of people gather around a fire	entailment	a crowd gathering and watching a bonfire implies they can feel the warmth of the bonfire .
vanilla	6	5	low	2610927664436535311	8.52	correct	correct	correct	yes	207857944.jpg#1r1c	A man and a woman are showing their kid their little baby.	A man shows off his baseball cards.	contradiction	a man is showing his baby and not baseball	contradiction	a man and a woman are more than just a man ;  also baseball cards and a little baby can not be compared together .
vanilla	6	6	high	2610927664436535311	8.52	correct	correct	correct	yes	4507268153.jpg#4r1e	A man and a woman embracing on the sidewalk.	A woman and a man are outside.	entailment	sidewalk is outside	entailment	the man and women are outside , sidewalks are outside .
vanilla	6	7	low	2610927664436535311	8.52	correct	correct	correct	yes	4701188650.jpg#2r1e	Man sitting on bench with a suitcase in front of PADDINGTON sign.	A man sitting with a sign	entailment	a man sitting with a sign is a sign	entailment	sitting in front of paddington sign implies sitting with a sign
vanilla	6	8	high	2610927664436535311	8.52	correct	correct	correct	yes	1246239396.jpg#1r1c	A bald man with a white shirt and watch eating food and drinking wine.	The man is homeless.	neutral	just because a man is eating food does not mean he is homeless	neutral	a man is eating food and drinking wine does n't imply he is homeless .
vanilla	6	9	low	2610927664436535311	8.52	correct	correct	wrong	yes	6314475602.jpg#4r1n	A man wearing a kilt has thrown a large pole.	A man is wearing a skirt.	contradiction	a man can not wear a skirt and a skirt at the same time	entailment	a large pole is thrown by a man wearing a kilt .
vanilla	6	10	high	2610927664436535311	8.52	correct	correct	correct	yes	2385744837.jpg#0r1e	A boy in a red jacket and balck hat sliding on his knees down a snowy hill	A child is playing outside.	entailment	a child is a boy ; a hill is outside	entailment	a boy is a type of child , and a snowy hill would only be found outside .
vanilla	6	1	low	1153331372760616762	1.92	correct	correct	correct	yes	4885212423.jpg#1r1c	The young man is trying to balance on the train tracks.	A young man is flying a drone at the park.	contradiction	a young man can not be flying a train while he is on the ground	contradiction	if one is trying to balance on train tracks , it means that one is not flying .
vanilla	6	2	high	1153331372760616762	1.92	correct	correct	correct	yes	6956922556.jpg#1r1e	Two girls pose along a tree-lined path and blow kisses towards the camera.	Two girls are taking pictures outside.	entailment	two girls are taking pictures outside	entailment	when you pose towards a camera , you are usually taking pictures ;  a tree-lined path is found outside .
vanilla	6	3	low	1153331372760616762	1.92	correct	correct	correct	yes	2320742338.jpg#0r1n	A bear-chested jungle native, with long hair, wearing a cloth bottom garment, is dangling in the air from a chute.	A tall person with hair	neutral	not all tall are tall	neutral	not all people are tall .
vanilla	6	4	high	1153331372760616762	1.92	correct	correct	correct	yes	4448279884.jpg#3r1n	A crowd gathers and watches a bonfire.	A crowd feels the warmth of a bonfire.	entailment	a crowd of people gather around a fire	entailment	a crowd gathering and watching a bonfire implies they can feel the warmth of the bonfire .
vanilla	6	5	low	1153331372760616762	1.92	correct	correct	correct	yes	207857944.jpg#1r1c	A man and a woman are showing their kid their little baby.	A man shows off his baseball cards.	contradiction	a man is showing his baby and not baseball	contradiction	a man and a woman are more than just a man ;  also baseball cards and a little baby can not be compared together .
vanilla	6	6	high	1153331372760616762	1.92	correct	correct	correct	yes	4507268153.jpg#4r1e	A man and a woman embracing on the sidewalk.	A woman and a man are outside.	entailment	sidewalk is outside	entailment	the man and women are outside , sidewalks are outside .
vanilla	6	7	low	1153331372760616762	1.92	correct	correct	correct	yes	4701188650.jpg#2r1e	Man sitting on bench with a suitcase in front of PADDINGTON sign.	A man sitting with a sign	entailment	a man sitting with a sign is a sign	entailment	sitting in front of paddington sign implies sitting with a sign
vanilla	6	8	high	1153331372760616762	1.92	correct	correct	correct	yes	1246239396.jpg#1r1c	A bald man with a white shirt and watch eating food and drinking wine.	The man is homeless.	neutral	just because a man is eating food does not mean he is homeless	neutral	a man is eating food and drinking wine does n't imply he is homeless .
vanilla	6	9	low	1153331372760616762	1.92	correct	correct	correct	yes	6314475602.jpg#4r1n	A man wearing a kilt has thrown a large pole.	A man is wearing a skirt.	contradiction	a man can not wear a skirt and a skirt at the same time	entailment	a large pole is thrown by a man wearing a kilt .
vanilla	6	10	high	1153331372760616762	1.92	correct	correct	correct	yes	2385744837.jpg#0r1e	A boy in a red jacket and balck hat sliding on his knees down a snowy hill	A child is playing outside.	entailment	a child is a boy ; a hill is outside	entailment	a boy is a type of child , and a snowy hill would only be found outside .
vanilla	6	1	low	9044772570106301926	17.15	correct	wrong	correct	yes	4885212423.jpg#1r1c	The young man is trying to balance on the train tracks.	A young man is flying a drone at the park.	contradiction	a young man can not be flying a train while he is on the ground	contradiction	if one is trying to balance on train tracks , it means that one is not flying .
vanilla	6	2	high	9044772570106301926	17.15	correct	correct	correct	yes	6956922556.jpg#1r1e	Two girls pose along a tree-lined path and blow kisses towards the camera.	Two girls are taking pictures outside.	entailment	two girls are taking pictures outside	entailment	when you pose towards a camera , you are usually taking pictures ;  a tree-lined path is found outside .
vanilla	6	3	low	9044772570106301926	17.15	correct	wrong	wrong	no	2320742338.jpg#0r1n	A bear-chested jungle native, with long hair, wearing a cloth bottom garment, is dangling in the air from a chute.	A tall person with hair	neutral	not all tall are tall	neutral	not all people are tall .
vanilla	6	4	high	9044772570106301926	17.15	correct	correct	correct	yes	4448279884.jpg#3r1n	A crowd gathers and watches a bonfire.	A crowd feels the warmth of a bonfire.	entailment	a crowd of people gather around a fire	entailment	a crowd gathering and watching a bonfire implies they can feel the warmth of the bonfire .
vanilla	6	5	low	9044772570106301926	17.15	correct	correct	correct	yes	207857944.jpg#1r1c	A man and a woman are showing their kid their little baby.	A man shows off his baseball cards.	contradiction	a man is showing his baby and not baseball	contradiction	a man and a woman are more than just a man ;  also baseball cards and a little baby can not be compared together .
vanilla	6	6	high	9044772570106301926	17.15	correct	correct	correct	yes	4507268153.jpg#4r1e	A man and a woman embracing on the sidewalk.	A woman and a man are outside.	entailment	sidewalk is outside	entailment	the man and women are outside , sidewalks are outside .
vanilla	6	7	low	9044772570106301926	17.15	wrong	correct	wrong	no	4701188650.jpg#2r1e	Man sitting on bench with a suitcase in front of PADDINGTON sign.	A man sitting with a sign	entailment	a man sitting with a sign is a sign	entailment	sitting in front of paddington sign implies sitting with a sign
vanilla	6	8	high	9044772570106301926	17.15	correct	wrong	correct	yes	1246239396.jpg#1r1c	A bald man with a white shirt and watch eating food and drinking wine.	The man is homeless.	neutral	just because a man is eating food does not mean he is homeless	neutral	a man is eating food and drinking wine does n't imply he is homeless .
vanilla	6	9	low	9044772570106301926	17.15	correct	wrong	correct	yes	6314475602.jpg#4r1n	A man wearing a kilt has thrown a large pole.	A man is wearing a skirt.	contradiction	a man can not wear a skirt and a skirt at the same time	entailment	a large pole is thrown by a man wearing a kilt .
vanilla	6	10	high	9044772570106301926	17.15	wrong	correct	correct	yes	2385744837.jpg#0r1e	A boy in a red jacket and balck hat sliding on his knees down a snowy hill	A child is playing outside.	entailment	a child is a boy ; a hill is outside	entailment	a boy is a type of child , and a snowy hill would only be found outside .
vanilla	6	1	low	6839847550133294890	2.0	correct	correct	correct	yes	4885212423.jpg#1r1c	The young man is trying to balance on the train tracks.	A young man is flying a drone at the park.	contradiction	a young man can not be flying a train while he is on the ground	contradiction	if one is trying to balance on train tracks , it means that one is not flying .
vanilla	6	2	high	6839847550133294890	2.0	correct	correct	correct	yes	6956922556.jpg#1r1e	Two girls pose along a tree-lined path and blow kisses towards the camera.	Two girls are taking pictures outside.	entailment	two girls are taking pictures outside	entailment	when you pose towards a camera , you are usually taking pictures ;  a tree-lined path is found outside .
vanilla	6	3	low	6839847550133294890	2.0	correct	correct	correct	yes	2320742338.jpg#0r1n	A bear-chested jungle native, with long hair, wearing a cloth bottom garment, is dangling in the air from a chute.	A tall person with hair	neutral	not all tall are tall	neutral	not all people are tall .
vanilla	6	4	high	6839847550133294890	2.0	correct	correct	correct	yes	4448279884.jpg#3r1n	A crowd gathers and watches a bonfire.	A crowd feels the warmth of a bonfire.	entailment	a crowd of people gather around a fire	entailment	a crowd gathering and watching a bonfire implies they can feel the warmth of the bonfire .
vanilla	6	5	low	6839847550133294890	2.0	correct	correct	correct	yes	207857944.jpg#1r1c	A man and a woman are showing their kid their little baby.	A man shows off his baseball cards.	contradiction	a man is showing his baby and not baseball	contradiction	a man and a woman are more than just a man ;  also baseball cards and a little baby can not be compared together .
vanilla	6	6	high	6839847550133294890	2.0	correct	correct	correct	yes	4507268153.jpg#4r1e	A man and a woman embracing on the sidewalk.	A woman and a man are outside.	entailment	sidewalk is outside	entailment	the man and women are outside , sidewalks are outside .
vanilla	6	7	low	6839847550133294890	2.0	correct	correct	correct	yes	4701188650.jpg#2r1e	Man sitting on bench with a suitcase in front of PADDINGTON sign.	A man sitting with a sign	entailment	a man sitting with a sign is a sign	entailment	sitting in front of paddington sign implies sitting with a sign
vanilla	6	8	high	6839847550133294890	2.0	correct	correct	correct	yes	1246239396.jpg#1r1c	A bald man with a white shirt and watch eating food and drinking wine.	The man is homeless.	neutral	just because a man is eating food does not mean he is homeless	neutral	a man is eating food and drinking wine does n't imply he is homeless .
vanilla	6	9	low	6839847550133294890	2.0	correct	correct	correct	yes	6314475602.jpg#4r1n	A man wearing a kilt has thrown a large pole.	A man is wearing a skirt.	contradiction	a man can not wear a skirt and a skirt at the same time	entailment	a large pole is thrown by a man wearing a kilt .
vanilla	6	10	high	6839847550133294890	2.0	correct	correct	correct	yes	2385744837.jpg#0r1e	A boy in a red jacket and balck hat sliding on his knees down a snowy hill	A child is playing outside.	entailment	a child is a boy ; a hill is outside	entailment	a boy is a type of child , and a snowy hill would only be found outside .
vanilla	6	1	low	6953665076909390888	5.33	correct	wrong	wrong	yes	4885212423.jpg#1r1c	The young man is trying to balance on the train tracks.	A young man is flying a drone at the park.	contradiction	a young man can not be flying a train while he is on the ground	contradiction	if one is trying to balance on train tracks , it means that one is not flying .
vanilla	6	2	high	6953665076909390888	5.33	wrong	correct	wrong	no_need	6956922556.jpg#1r1e	Two girls pose along a tree-lined path and blow kisses towards the camera.	Two girls are taking pictures outside.	entailment	two girls are taking pictures outside	entailment	when you pose towards a camera , you are usually taking pictures ;  a tree-lined path is found outside .
vanilla	6	3	low	6953665076909390888	5.33	correct	wrong	correct	no_need	2320742338.jpg#0r1n	A bear-chested jungle native, with long hair, wearing a cloth bottom garment, is dangling in the air from a chute.	A tall person with hair	neutral	not all tall are tall	neutral	not all people are tall .
vanilla	6	4	high	6953665076909390888	5.33	correct	wrong	correct	no_need	4448279884.jpg#3r1n	A crowd gathers and watches a bonfire.	A crowd feels the warmth of a bonfire.	entailment	a crowd of people gather around a fire	entailment	a crowd gathering and watching a bonfire implies they can feel the warmth of the bonfire .
vanilla	6	5	low	6953665076909390888	5.33	correct	wrong	correct	no	207857944.jpg#1r1c	A man and a woman are showing their kid their little baby.	A man shows off his baseball cards.	contradiction	a man is showing his baby and not baseball	contradiction	a man and a woman are more than just a man ;  also baseball cards and a little baby can not be compared together .
vanilla	6	6	high	6953665076909390888	5.33	wrong	correct	wrong	no_need	4507268153.jpg#4r1e	A man and a woman embracing on the sidewalk.	A woman and a man are outside.	entailment	sidewalk is outside	entailment	the man and women are outside , sidewalks are outside .
vanilla	6	7	low	6953665076909390888	5.33	correct	wrong	correct	no_need	4701188650.jpg#2r1e	Man sitting on bench with a suitcase in front of PADDINGTON sign.	A man sitting with a sign	entailment	a man sitting with a sign is a sign	entailment	sitting in front of paddington sign implies sitting with a sign
vanilla	6	8	high	6953665076909390888	5.33	wrong	correct	wrong	no_need	1246239396.jpg#1r1c	A bald man with a white shirt and watch eating food and drinking wine.	The man is homeless.	neutral	just because a man is eating food does not mean he is homeless	neutral	a man is eating food and drinking wine does n't imply he is homeless .
vanilla	6	9	low	6953665076909390888	5.33	correct	wrong	correct	no_need	6314475602.jpg#4r1n	A man wearing a kilt has thrown a large pole.	A man is wearing a skirt.	contradiction	a man can not wear a skirt and a skirt at the same time	entailment	a large pole is thrown by a man wearing a kilt .
vanilla	6	10	high	6953665076909390888	5.33	correct	wrong	correct	no	2385744837.jpg#0r1e	A boy in a red jacket and balck hat sliding on his knees down a snowy hill	A child is playing outside.	entailment	a child is a boy ; a hill is outside	entailment	a boy is a type of child , and a snowy hill would only be found outside .
vanilla	7	1	low	3937257765438422351	4.37	correct	correct	correct	yes	3225037367.jpg#2r1n	A group of people gather around a truck.	A group of people gather near the monster truck.	neutral	not all trucks are a truck	neutral	the truck is not necessarily a monster truck .
vanilla	7	2	high	3937257765438422351	4.37	correct	correct	correct	yes	4555587051.jpg#0r1n	Five People are kneeling between two park cars, and one man is approaching with his arm raised into the air.	A strange ritual is being performed.	neutral	kneeling and kneeling does not imply being a ritual	neutral	just because people are acting strangely does n't mean they 're performing a ritual .
vanilla	7	3	low	3937257765438422351	4.37	correct	correct	correct	yes	6098659697.jpg#3r1c	A man on a sidewalk is playing the accordion while happy people pass by.	A man on the sidewalk performs a mime act while angry people glare at him	contradiction	a man can not be playing and a mime at the same time	contradiction	a man is either playing the accordion or performs a mime act while happy people pass by or angry people glare at him .
vanilla	7	4	high	3937257765438422351	4.37	correct	correct	correct	yes	421648862.jpg#1r1n	A little girl with pointy pigtails is sitting in the sand on the beach.	A young girl enjoys a moment on the beach while she is on vacation.	neutral	just because a girl is sitting on the beach does not mean she is on vacation	neutral	being on the beach does not imply that one is on vacation .
vanilla	7	5	low	3937257765438422351	4.37	correct	correct	correct	yes	3381161854.jpg#3r1n	two dogs run across the woods.	The dogs are running after an animal	neutral	just because two dogs are running across the grass does not mean they are running after an animal	neutral	just because the dogs are running across the woods does n't mean they are chasing an animal .
vanilla	7	6	high	3937257765438422351	4.37	correct	correct	correct	yes	526328385.jpg#1r1n	A group of people are riding down a roller coaster that appears to be called the 'Cyclone.'	A group from the local 4-H club enjoy a day at the local amusement part as part of their year-end celebration.	neutral	just because people are riding a roller coaster does not mean they are at a local fair	neutral	not all groups of people who may ride a roller coaster are local 4-h club members , and the not all roller coasters are located in an amusement part ; additionally , it can not be implied that they were involved in a year-end celebration .
vanilla	7	7	low	3937257765438422351	4.37	correct	correct	correct	yes	21687074.jpg#4r1e	A beach boardwalk during summertime.	A hot summer by the beach on the walkway.	entailment	a beach is a beach	entailment	a hot summer is in the summertime .
vanilla	7	8	high	3937257765438422351	4.37	correct	correct	correct	yes	2601612082.jpg#4r1e	Some kids are wrestling on an inflatable raft	Some kids playing with a raft.	entailment	kids are playing with a	entailment	kids are playing and referencing on an inflatable raft .
vanilla	7	9	low	3937257765438422351	4.37	correct	correct	correct	yes	2631300484.jpg#0r1c	A blond boy stands among people in a shady setting with a large snake wrapped around his chest.	A blond boy is sleeping in bed at home.	contradiction	a boy can not be sleeping and standing at the same time	contradiction	a boy who stands usually is n't sleeping .
vanilla	7	10	high	3937257765438422351	4.37	correct	correct	correct	yes	5995817000.jpg#1r1n	A young girl in a white t-shirt and a blue skirt wearing a light colored hat stands in a river next to a big rock.	The girl is cooling her feet on a hot day.	neutral	just because a girl is standing in a river does not mean she is washing her feet on a hot day	neutral	a girl who stands in a river is not always cooling her feet .
vanilla	7	1	low	1037046904323966828	7.8	correct	wrong	correct	no	3225037367.jpg#2r1n	A group of people gather around a truck.	A group of people gather near the monster truck.	neutral	not all trucks are a truck	neutral	the truck is not necessarily a monster truck .
vanilla	7	2	high	1037046904323966828	7.8	correct	wrong	correct	yes	4555587051.jpg#0r1n	Five People are kneeling between two park cars, and one man is approaching with his arm raised into the air.	A strange ritual is being performed.	neutral	kneeling and kneeling does not imply being a ritual	neutral	just because people are acting strangely does n't mean they 're performing a ritual .
vanilla	7	3	low	1037046904323966828	7.8	correct	wrong	correct	no	6098659697.jpg#3r1c	A man on a sidewalk is playing the accordion while happy people pass by.	A man on the sidewalk performs a mime act while angry people glare at him	contradiction	a man can not be playing and a mime at the same time	contradiction	a man is either playing the accordion or performs a mime act while happy people pass by or angry people glare at him .
vanilla	7	4	high	1037046904323966828	7.8	correct	wrong	correct	no	421648862.jpg#1r1n	A little girl with pointy pigtails is sitting in the sand on the beach.	A young girl enjoys a moment on the beach while she is on vacation.	neutral	just because a girl is sitting on the beach does not mean she is on vacation	neutral	being on the beach does not imply that one is on vacation .
vanilla	7	5	low	1037046904323966828	7.8	correct	wrong	correct	no	3381161854.jpg#3r1n	two dogs run across the woods.	The dogs are running after an animal	neutral	just because two dogs are running across the grass does not mean they are running after an animal	neutral	just because the dogs are running across the woods does n't mean they are chasing an animal .
vanilla	7	6	high	1037046904323966828	7.8	correct	wrong	correct	no	526328385.jpg#1r1n	A group of people are riding down a roller coaster that appears to be called the 'Cyclone.'	A group from the local 4-H club enjoy a day at the local amusement part as part of their year-end celebration.	neutral	just because people are riding a roller coaster does not mean they are at a local fair	neutral	not all groups of people who may ride a roller coaster are local 4-h club members , and the not all roller coasters are located in an amusement part ; additionally , it can not be implied that they were involved in a year-end celebration .
vanilla	7	7	low	1037046904323966828	7.8	wrong	wrong	correct	yes	21687074.jpg#4r1e	A beach boardwalk during summertime.	A hot summer by the beach on the walkway.	entailment	a beach is a beach	entailment	a hot summer is in the summertime .
vanilla	7	8	high	1037046904323966828	7.8	wrong	correct	correct	no	2601612082.jpg#4r1e	Some kids are wrestling on an inflatable raft	Some kids playing with a raft.	entailment	kids are playing with a	entailment	kids are playing and referencing on an inflatable raft .
vanilla	7	9	low	1037046904323966828	7.8	wrong	wrong	correct	no	2631300484.jpg#0r1c	A blond boy stands among people in a shady setting with a large snake wrapped around his chest.	A blond boy is sleeping in bed at home.	contradiction	a boy can not be sleeping and standing at the same time	contradiction	a boy who stands usually is n't sleeping .
vanilla	7	10	high	1037046904323966828	7.8	wrong	correct	wrong	yes	5995817000.jpg#1r1n	A young girl in a white t-shirt and a blue skirt wearing a light colored hat stands in a river next to a big rock.	The girl is cooling her feet on a hot day.	neutral	just because a girl is standing in a river does not mean she is washing her feet on a hot day	neutral	a girl who stands in a river is not always cooling her feet .
vanilla	7	1	low	5750592016308935710	2.15	correct	correct	wrong	yes	3225037367.jpg#2r1n	A group of people gather around a truck.	A group of people gather near the monster truck.	neutral	not all trucks are a truck	neutral	the truck is not necessarily a monster truck .
vanilla	7	2	high	5750592016308935710	2.15	correct	correct	wrong	yes	4555587051.jpg#0r1n	Five People are kneeling between two park cars, and one man is approaching with his arm raised into the air.	A strange ritual is being performed.	neutral	kneeling and kneeling does not imply being a ritual	neutral	just because people are acting strangely does n't mean they 're performing a ritual .
vanilla	7	3	low	5750592016308935710	2.15	wrong	correct	correct	no	6098659697.jpg#3r1c	A man on a sidewalk is playing the accordion while happy people pass by.	A man on the sidewalk performs a mime act while angry people glare at him	contradiction	a man can not be playing and a mime at the same time	contradiction	a man is either playing the accordion or performs a mime act while happy people pass by or angry people glare at him .
vanilla	7	4	high	5750592016308935710	2.15	wrong	wrong	correct	no_need	421648862.jpg#1r1n	A little girl with pointy pigtails is sitting in the sand on the beach.	A young girl enjoys a moment on the beach while she is on vacation.	neutral	just because a girl is sitting on the beach does not mean she is on vacation	neutral	being on the beach does not imply that one is on vacation .
vanilla	7	5	low	5750592016308935710	2.15	correct	correct	wrong	yes	3381161854.jpg#3r1n	two dogs run across the woods.	The dogs are running after an animal	neutral	just because two dogs are running across the grass does not mean they are running after an animal	neutral	just because the dogs are running across the woods does n't mean they are chasing an animal .
vanilla	7	6	high	5750592016308935710	2.15	correct	wrong	correct	no_need	526328385.jpg#1r1n	A group of people are riding down a roller coaster that appears to be called the 'Cyclone.'	A group from the local 4-H club enjoy a day at the local amusement part as part of their year-end celebration.	neutral	just because people are riding a roller coaster does not mean they are at a local fair	neutral	not all groups of people who may ride a roller coaster are local 4-h club members , and the not all roller coasters are located in an amusement part ; additionally , it can not be implied that they were involved in a year-end celebration .
vanilla	7	7	low	5750592016308935710	2.15	correct	correct	correct	no	21687074.jpg#4r1e	A beach boardwalk during summertime.	A hot summer by the beach on the walkway.	entailment	a beach is a beach	entailment	a hot summer is in the summertime .
vanilla	7	8	high	5750592016308935710	2.15	correct	correct	wrong	yes	2601612082.jpg#4r1e	Some kids are wrestling on an inflatable raft	Some kids playing with a raft.	entailment	kids are playing with a	entailment	kids are playing and referencing on an inflatable raft .
vanilla	7	9	low	5750592016308935710	2.15	wrong	correct	correct	no	2631300484.jpg#0r1c	A blond boy stands among people in a shady setting with a large snake wrapped around his chest.	A blond boy is sleeping in bed at home.	contradiction	a boy can not be sleeping and standing at the same time	contradiction	a boy who stands usually is n't sleeping .
vanilla	7	10	high	5750592016308935710	2.15	correct	wrong	wrong	yes	5995817000.jpg#1r1n	A young girl in a white t-shirt and a blue skirt wearing a light colored hat stands in a river next to a big rock.	The girl is cooling her feet on a hot day.	neutral	just because a girl is standing in a river does not mean she is washing her feet on a hot day	neutral	a girl who stands in a river is not always cooling her feet .
vanilla	7	1	low	3339105466654684443	3.9	correct	wrong	correct	yes	3225037367.jpg#2r1n	A group of people gather around a truck.	A group of people gather near the monster truck.	neutral	not all trucks are a truck	neutral	the truck is not necessarily a monster truck .
vanilla	7	2	high	3339105466654684443	3.9	correct	correct	correct	no	4555587051.jpg#0r1n	Five People are kneeling between two park cars, and one man is approaching with his arm raised into the air.	A strange ritual is being performed.	neutral	kneeling and kneeling does not imply being a ritual	neutral	just because people are acting strangely does n't mean they 're performing a ritual .
vanilla	7	3	low	3339105466654684443	3.9	correct	correct	wrong	no	6098659697.jpg#3r1c	A man on a sidewalk is playing the accordion while happy people pass by.	A man on the sidewalk performs a mime act while angry people glare at him	contradiction	a man can not be playing and a mime at the same time	contradiction	a man is either playing the accordion or performs a mime act while happy people pass by or angry people glare at him .
vanilla	7	4	high	3339105466654684443	3.9	correct	wrong	correct	yes	421648862.jpg#1r1n	A little girl with pointy pigtails is sitting in the sand on the beach.	A young girl enjoys a moment on the beach while she is on vacation.	neutral	just because a girl is sitting on the beach does not mean she is on vacation	neutral	being on the beach does not imply that one is on vacation .
vanilla	7	5	low	3339105466654684443	3.9	correct	wrong	correct	yes	3381161854.jpg#3r1n	two dogs run across the woods.	The dogs are running after an animal	neutral	just because two dogs are running across the grass does not mean they are running after an animal	neutral	just because the dogs are running across the woods does n't mean they are chasing an animal .
vanilla	7	6	high	3339105466654684443	3.9	correct	correct	wrong	yes	526328385.jpg#1r1n	A group of people are riding down a roller coaster that appears to be called the 'Cyclone.'	A group from the local 4-H club enjoy a day at the local amusement part as part of their year-end celebration.	neutral	just because people are riding a roller coaster does not mean they are at a local fair	neutral	not all groups of people who may ride a roller coaster are local 4-h club members , and the not all roller coasters are located in an amusement part ; additionally , it can not be implied that they were involved in a year-end celebration .
